"V1"	"fasta"	"scaffold"	"gene_position"	"start_position"	"end_position"	"strandedness"	"rank"	"ko_id"	"kegg_hit"	"uniref_id"	"uniref_hit"	"uniref_taxonomy"	"uniref_RBH"	"uniref_identity"	"uniref_bitScore"	"uniref_eVal"	"peptidase_id"	"peptidase_family"	"peptidase_hit"	"peptidase_RBH"	"peptidase_identity"	"peptidase_bitScore"	"peptidase_eVal"	"pfam_hits"	"cazy_ids"	"cazy_hits"	"cazy_subfam_ec"	"cazy_best_hit"	"heme_regulatory_motif_count"
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3934"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3934	4409057	4409995	-1	"B"	""	""	"A0A1H3IFE1_9PSED"	"UniRef90_A0A1H3IFE1 Glycine-zipper containing OmpA-like membrane domain-containing protein n=51 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A1H3IFE1_9PSED"	"Pseudomonadaceae"	TRUE	0.866	562	4.528e-178	""	""	""	NA	NA	NA	NA	"YMGG-like Gly-zipper [PF13441.10]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3935"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3935	4410140	4411885	-1	"B"	""	""	"A0A3G7JK35_9PSED"	"UniRef90_A0A3G7JK35 Sulfatase-modifying factor enzyme domain-containing protein n=60 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A3G7JK35_9PSED"	"Pseudomonadaceae"	TRUE	0.94	1094	0	""	""	""	NA	NA	NA	NA	"Sulfatase-modifying factor enzyme 1 [PF03781.20]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3936"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3936	4411878	4413065	-1	"B"	""	""	"A0A7S5LPB8_9PSED"	"UniRef90_A0A7S5LPB8 ABC3 transporter permease protein domain-containing protein n=58 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A7S5LPB8_9PSED"	"Pseudomonadaceae"	TRUE	0.903	746	5.016e-240	""	""	""	NA	NA	NA	NA	""	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3937"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3937	4413065	4413781	-1	"B"	""	""	"A0A554PBW1_9PSED"	"UniRef90_A0A554PBW1 ABC transporter ATP-binding protein n=45 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A554PBW1_9PSED"	"Pseudomonadaceae"	TRUE	0.934	468	7.466e-147	""	""	""	NA	NA	NA	NA	"ABC transporter [PF00005.31]; P-loop containing region of AAA domain [PF13555.10]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3938"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3938	4413781	4416861	-1	"B"	"K11912"	"serine/threonine-protein kinase PpkA [EC:2.7.11.1]"	"A0A7S5HVV6_9PSED"	"UniRef90_A0A7S5HVV6 non-specific serine/threonine protein kinase n=85 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A7S5HVV6_9PSED"	"Pseudomonadaceae"	TRUE	0.931	2002	0	""	""	""	NA	NA	NA	NA	"Protein kinase domain [PF00069.29]; Protein tyrosine and serine/threonine kinase [PF07714.21]; Kinase-like [PF14531.10]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3939"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3939	4416896	4417621	-1	"B"	"K11915"	"serine/threonine protein phosphatase Stp1 [EC:3.1.3.16]"	"A0A7S5LPL0_9PSED"	"UniRef90_A0A7S5LPL0 protein-serine/threonine phosphatase n=45 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A7S5LPL0_9PSED"	"Pseudomonadaceae"	TRUE	0.931	472	2.68e-148	""	""	""	NA	NA	NA	NA	"Protein phosphatase 2C [PF13672.10]; Protein phosphatase 2C [PF00481.25]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3940"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3940	4417669	4418361	-1	"B"	"K11890"	"type VI secretion system protein ImpM"	"A0A554PBU6_9PSED"	"UniRef90_A0A554PBU6 Type VI secretion system-associated protein TagF n=57 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A554PBU6_9PSED"	"Pseudomonadaceae"	TRUE	0.949	460	2.047e-144	""	""	""	NA	NA	NA	NA	"TagF N-terminal domain, Type VI secretion system-associated [PF09867.13]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3941"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3941	4418358	4421870	-1	"B"	"K11891"	"type VI secretion system protein ImpL"	"A0A554PCF8_9PSED"	"UniRef90_A0A554PCF8 Type VI secretion system membrane subunit TssM n=79 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A554PCF8_9PSED"	"Pseudomonadaceae"	TRUE	0.937	2299	0	""	""	""	NA	NA	NA	NA	"IcmF-related N-terminal domain [PF14331.10]; Intracellular multiplication and human macrophage-killing [PF06761.16]; Type VI secretion protein IcmF helical domain [PF21070.1]; Type VI secretion protein IcmF C2-like domain [PF06744.16]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3942"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3942	4421867	4423234	-1	"B"	"K11892"	"type VI secretion system protein ImpK"	"A0A7S5LPK5_9PSED"	"UniRef90_A0A7S5LPK5 OmpA-like domain-containing protein n=48 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A7S5LPK5_9PSED"	"Pseudomonadaceae"	TRUE	0.928	885	3.016e-287	""	""	""	NA	NA	NA	NA	"Type VI secretion system protein DotU [PF09850.13]; OmpA family [PF00691.24]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3943"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3943	4423241	4424575	-1	"B"	"K11893"	"type VI secretion system protein ImpJ"	"A0A554PBU1_9PSED"	"UniRef90_A0A554PBU1 Type VI secretion system baseplate subunit TssK n=45 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A554PBU1_9PSED"	"Pseudomonadaceae"	TRUE	0.96	898	1.038e-291	""	""	""	NA	NA	NA	NA	"Bacterial Type VI secretion, VC_A0110, EvfL, ImpJ, VasE [PF05936.16]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3944"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3944	4424597	4425067	-1	"C"	"K11906"	"type VI secretion system protein VasD"	"A0A554PBU0_9PSED"	"UniRef90_A0A554PBU0 Type VI secretion system lipoprotein TssJ n=56 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A554PBU0_9PSED"	"Pseudomonadaceae"	FALSE	0.907	298	1.714e-89	""	""	""	NA	NA	NA	NA	"Type VI secretion lipoprotein, VasD, EvfM, TssJ, VC_A0113 [PF12790.11]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3945"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3945	4425175	4426572	-1	"B"	"K11913"	"type VI secretion system protein"	"A0A554PBY0_9PSED"	"UniRef90_A0A554PBY0 Type VI secretion system-associated FHA domain protein TagH n=70 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A554PBY0_9PSED"	"Pseudomonadaceae"	TRUE	0.943	921	1.707e-299	""	""	""	NA	NA	NA	NA	"C-terminal domain of Type VI secretion system FHA protein [PF20232.2]; Inner membrane component of T3SS, cytoplasmic domain [PF16697.9]; FHA domain [PF00498.30]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3946"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3946	4426956	4427984	1	"B"	"K11902"	"type VI secretion system protein ImpA"	"A0A554PC50_9PSED"	"UniRef90_A0A554PC50 Type VI secretion system protein TssA n=60 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A554PC50_9PSED"	"Pseudomonadaceae"	TRUE	0.942	677	2.003e-217	""	""	""	NA	NA	NA	NA	"ImpA, N-terminal, type VI secretion system [PF06812.16]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3947"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3947	4428040	4428555	1	"C"	"K11901"	"type VI secretion system protein ImpB"	"TSSB1_PSEAE"	"UniRef90_Q9I749 Type VI secretion system sheath protein TssB1 n=70 Tax=Gammaproteobacteria TaxID=1236 RepID=TSSB1_PSEAE"	"Gammaproteobacteria"	FALSE	0.875	311	7.636e-94	""	""	""	NA	NA	NA	NA	"Type VI secretion system, VipA, VC_A0107 or Hcp2 [PF05591.16]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3948"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3948	4428571	4430067	1	"B"	"K11900"	"type VI secretion system protein ImpC"	"A0A3G7MQK0_9PSED"	"UniRef90_A0A3G7MQK0 Type VI secretion system contractile sheath large subunit n=32 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A3G7MQK0_9PSED"	"Pseudomonadaceae"	TRUE	0.972	1022	0	""	""	""	NA	NA	NA	NA	"EvpB/VC_A0108, tail sheath N-terminal domain [PF05943.16]; EvpB/VC_A0108, tail sheath gpW/gp25-like domain [PF18945.4]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3949"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3949	4430165	4430653	1	"C"	"K11903"	"type VI secretion system secreted protein Hcp"	"A0A0E1EBH1_9PSED"	"UniRef90_A0A0E1EBH1 Hcp1 family type VI secretion system effector n=11 Tax=Pseudomonas TaxID=286 RepID=A0A0E1EBH1_9PSED"	"Pseudomonas"	FALSE	1	345	1.114e-105	""	""	""	NA	NA	NA	NA	"Type VI secretion system effector, Hcp [PF05638.16]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3950"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3950	4430726	4431160	1	"C"	""	""	"A0A3G7TQM3_9PSED"	"UniRef90_A0A3G7TQM3 Type VI secretion system (T6SS), amidase effector protein 4 n=25 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A3G7TQM3_9PSED"	"Pseudomonadaceae"	FALSE	1	325	4.58e-99	""	""	""	NA	NA	NA	NA	"Type VI secretion system (T6SS), amidase effector protein 4 [PF14113.10]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3951"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3951	4431157	4431600	1	"C"	""	""	"A0A7S5HQL2_9PSED"	"UniRef90_A0A7S5HQL2 Lipoprotein n=35 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A7S5HQL2_9PSED"	"Pseudomonadaceae"	FALSE	0.972	303	1.341e-91	""	""	""	NA	NA	NA	NA	""	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3952"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3952	4431647	4431748	1	"C"	""	""	"A0A3G7TT09_9PSED"	"UniRef90_A0A3G7TT09 Uncharacterized protein n=2 Tax=Pseudomonas chlororaphis TaxID=587753 RepID=A0A3G7TT09_9PSED"	"Pseudomonas chlororaphis"	FALSE	0.921	66	1.806e-11	""	""	""	NA	NA	NA	NA	""	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3953"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3953	4431751	4432266	1	"C"	"K11897"	"type VI secretion system protein ImpF"	"A0A1E1FZM2_9PSED"	"UniRef90_A0A1E1FZM2 Type VI secretion system baseplate subunit TssE n=19 Tax=Pseudomonas TaxID=286 RepID=A0A1E1FZM2_9PSED"	"Pseudomonas"	FALSE	0.952	344	2.351e-105	""	""	""	NA	NA	NA	NA	""	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3954"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3954	4432263	4434122	1	"B"	"K11896"	"type VI secretion system protein ImpG"	"A0A5M7CFP0_9PSED"	"UniRef90_A0A5M7CFP0 Type VI secretion system baseplate subunit TssF n=50 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A5M7CFP0_9PSED"	"Pseudomonadaceae"	TRUE	0.95	1236	0	""	""	""	NA	NA	NA	NA	"Type VI secretion system, TssF [PF05947.16]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3955"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3955	4434104	4435138	1	"B"	"K11895"	"type VI secretion system protein ImpH"	"A0A554PBS9_9PSED"	"UniRef90_A0A554PBS9 Type VI secretion system baseplate subunit TssG n=66 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A554PBS9_9PSED"	"Pseudomonadaceae"	TRUE	1	736	8.907e-238	""	""	""	NA	NA	NA	NA	"Type VI secretion, TssG [PF06996.15]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3956"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3956	4435131	4437839	1	"B"	"K11907"	"type VI secretion system protein VasG"	"A0A2N8BAF7_9PSED"	"UniRef90_A0A2N8BAF7 Type VI secretion system ATPase TssH n=80 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A2N8BAF7_9PSED"	"Pseudomonadaceae"	TRUE	0.9	1692	0	""	""	""	NA	NA	NA	NA	"AAA domain (Cdc48 subfamily) [PF07724.18]; AAA lid domain [PF17871.5]; C-terminal, D2-small domain, of ClpB protein [PF10431.13]; AAA domain (dynein-related subfamily) [PF07728.18]; ATPase family associated with various cellular activities (AAA) [PF00004.33]; AAA ATPase domain [PF13191.10]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3957"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3957	4437870	4440095	1	"B"	"K11904"	"type VI secretion system secreted protein VgrG"	"F2KHI7_PSEBN"	"UniRef90_F2KHI7 Gp5/Type VI secretion system Vgr protein OB-fold domain-containing protein n=183 Tax=Pseudomonadaceae TaxID=135621 RepID=F2KHI7_PSEBN"	"Pseudomonadaceae"	TRUE	0.896	1384	0	""	""	""	NA	NA	NA	NA	"Phage tail baseplate hub (GPD) [PF05954.15]; Type VI secretion system/phage-baseplate injector OB domain [PF04717.16]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3958"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3958	4440190	4440636	1	"C"	""	""	"A0A554PBT5_9PSED"	"UniRef90_A0A554PBT5 DUF6484 domain-containing protein n=40 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A554PBT5_9PSED"	"Pseudomonadaceae"	FALSE	0.947	297	3.014e-89	""	""	""	NA	NA	NA	NA	"Domain of unknown function (DUF6484) [PF20093.3]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3959"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3959	4440652	4441764	1	"B"	""	""	"A0A1H3IDF5_9PSED"	"UniRef90_A0A1H3IDF5 DUF2169 domain-containing protein n=69 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A1H3IDF5_9PSED"	"Pseudomonadaceae"	TRUE	0.97	758	8.972e-245	""	""	""	NA	NA	NA	NA	"Uncharacterized protein conserved in bacteria (DUF2169) [PF09937.13]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3960"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3960	4441764	4442798	1	"B"	""	""	"A0A554PBT4_9PSED"	"UniRef90_A0A554PBT4 3-oxoacyl-ACP synthase n=27 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A554PBT4_9PSED"	"Pseudomonadaceae"	TRUE	0.95	689	3.239e-221	""	""	""	NA	NA	NA	NA	"Beta-ketoacyl synthase, N-terminal domain [PF00109.30]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3961"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3961	4442799	4443746	1	"B"	""	""	"A0A2A2E2U2_9PSED"	"UniRef90_A0A2A2E2U2 Tox-PAAR-like domain-containing protein n=59 Tax=Gammaproteobacteria TaxID=1236 RepID=A0A2A2E2U2_9PSED"	"Gammaproteobacteria"	TRUE	0.979	652	3.247e-209	""	""	""	NA	NA	NA	NA	"Toxin PAAR-like domain [PF13665.10]; GHH signature containing HNH/Endo VII superfamily nuclease toxin  2 [PF15635.10]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3962"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3962	4443757	4444671	1	"B"	""	""	"A0A285IWV7_9PSED"	"UniRef90_A0A285IWV7 Regulator of chromosome condensation (RCC1) repeat-containing protein n=83 Tax=Gammaproteobacteria TaxID=1236 RepID=A0A285IWV7_9PSED"	"Gammaproteobacteria"	TRUE	0.997	642	5.113e-206	""	""	""	NA	NA	NA	NA	""	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3963"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3963	4444675	4445934	1	"B"	""	""	"A0A285J034_9PSED"	"UniRef90_A0A285J034 TIGR02270 family protein n=37 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A285J034_9PSED"	"Pseudomonadaceae"	TRUE	0.925	813	8.432e-263	""	""	""	NA	NA	NA	NA	""	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3964"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3964	4445999	4446904	-1	"B"	"K18900"	"LysR family transcriptional regulator, regulator for bpeEF and oprC"	"A0A1H3IEN8_9PSED"	"UniRef90_A0A1H3IEN8 DNA-binding transcriptional regulator, LysR family n=61 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A1H3IEN8_9PSED"	"Pseudomonadaceae"	TRUE	0.913	576	4.405e-183	""	""	""	NA	NA	NA	NA	"Bacterial regulatory helix-turn-helix protein, lysR family [PF00126.31]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3965"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3965	4447035	4448024	-1	"C"	""	""	"A0AA35BBE5_9PSED"	"UniRef90_A0AA35BBE5 Fibronectin type III domain protein n=1 Tax=Pseudomonas chlororaphis subsp. piscium TaxID=1513890 RepID=A0AA35BBE5_9PSED"	"Pseudomonas chlororaphis subsp. piscium"	FALSE	0.636	103	1.088e-19	""	""	""	NA	NA	NA	NA	""	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3966"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3966	4448052	4448678	-1	"B"	""	""	"A0A1Q8EP02_9PSED"	"UniRef90_A0A1Q8EP02 Hydrolase n=35 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A1Q8EP02_9PSED"	"Pseudomonadaceae"	TRUE	0.95	417	8.42e-130	""	""	""	NA	NA	NA	NA	"Isochorismatase family [PF00857.24]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3967"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3967	4448747	4450714	-1	"B"	""	""	"A0A0C5E0W5_9PSED"	"UniRef90_A0A0C5E0W5 Amidohydrolase 3 domain-containing protein n=30 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A0C5E0W5_9PSED"	"Pseudomonadaceae"	TRUE	0.958	1231	0	"MER0153658"	"M38"	"MER0153658 - family M38 non-peptidase homologues (Methylobacterium nodulans) [M38.UNW]#M38#{peptidase unit: 34-109, 143-513}~source ACL58073~"	TRUE	0.673	640	5.02e-201	"Amidohydrolase family [PF07969.15]; Amidohydrolase family [PF01979.24]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3968"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3968	4450704	4451333	-1	"B"	"K09932"	"uncharacterized protein"	"A0A285HJA3_9PSED"	"UniRef90_A0A285HJA3 ABM domain-containing protein n=47 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A285HJA3_9PSED"	"Pseudomonadaceae"	TRUE	0.946	417	6.44e-130	""	""	""	NA	NA	NA	NA	""	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3969"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3969	4451326	4451742	-1	"C"	"K15977"	"putative oxidoreductase"	"A0A7S5HQG2_9PSED"	"UniRef90_A0A7S5HQG2 LysR family transcriptional regulator n=35 Tax=Pseudomonas TaxID=286 RepID=A0A7S5HQG2_9PSED"	"Pseudomonas"	FALSE	0.917	267	3.585e-79	""	""	""	NA	NA	NA	NA	""	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3970"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3970	4451870	4452793	-1	"B"	"K18297"	"LysR family transcriptional regulator, mexEF-oprN operon transcriptional activator"	"A0A0S4HNQ7_9PSED"	"UniRef90_A0A0S4HNQ7 Nodulation protein D 2 n=390 Tax=Bacteria TaxID=2 RepID=A0A0S4HNQ7_9PSED"	"Bacteria"	TRUE	0.896	569	1.236e-180	""	""	""	NA	NA	NA	NA	"LysR substrate binding domain [PF03466.24]; Bacterial regulatory helix-turn-helix protein, lysR family [PF00126.31]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3971"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3971	4452829	4453818	-1	"B"	""	""	"A0A3G7JZX0_9PSED"	"UniRef90_A0A3G7JZX0 Metallo-beta-lactamase domain-containing protein n=42 Tax=Pseudomonas TaxID=286 RepID=A0A3G7JZX0_9PSED"	"Pseudomonas"	TRUE	0.95	658	5.543e-211	""	""	""	NA	NA	NA	NA	"Metallo-beta-lactamase superfamily [PF00753.31]; Beta-lactamase superfamily domain [PF12706.11]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3972"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3972	4454096	4454521	1	"C"	""	""	"A0A3G7JZX6_9PSED"	"UniRef90_A0A3G7JZX6 Transcriptional regulator, AraC family n=36 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A3G7JZX6_9PSED"	"Pseudomonadaceae"	FALSE	0.974	291	1.304e-87	""	""	""	NA	NA	NA	NA	"Helix-turn-helix domain [PF12833.11]; Bacterial regulatory helix-turn-helix proteins, AraC family [PF00165.27]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3973"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3973	4454617	4455441	-1	"B"	"K00433"	"non-heme chloroperoxidase [EC:1.11.1.10]"	"A0A554PBS0_9PSED"	"UniRef90_A0A554PBS0 Alpha/beta hydrolase n=35 Tax=Pseudomonas TaxID=286 RepID=A0A554PBS0_9PSED"	"Pseudomonas"	TRUE	0.99	574	4.375e-183	"MER0244311"	"S33"	"MER0244311 - family S33 unassigned peptidases (Pseudomonas brassicacearum) [S33.UPW]#S33#{peptidase unit: 1-272}~source YP_004354950~"	TRUE	0.877	499	2.046e-159	"Serine aminopeptidase, S33 [PF12146.12]; alpha/beta hydrolase fold [PF00561.24]; Alpha/beta hydrolase family [PF12697.11]; Prolyl oligopeptidase family [PF00326.25]; X-Pro dipeptidyl-peptidase (S15 family) [PF02129.22]; TAP-like protein [PF08386.14]; Phospholipase/Carboxylesterase [PF02230.20]; Dienelactone hydrolase family [PF01738.22]"	""	""	""	""	0
